Ages,Gender,Height,Weight,Activity Level,Dietary Preference,Daily Calorie Target,Protein,Sugar,Sodium,Calories,Carbohydrates,Fiber,Fat
50,Female,150.0,96.0,Sedentary,Vegan,1783.0,133.0,89.0,26.6,1775.0,178.0,21.36,59.0
38,Male,160.0,77.0,Lightly Active,Vegetarian,2679.0,200.0,133.5,40.0,2669.0,267.0,32.04,89.0
47,Male,186.0,66.0,Sedentary,Vegetarian,2411.0,180.0,120.5,36.0,2404.0,241.0,28.92,80.0
41,Female,164.0,99.0,Very Active,Vegan,2844.0,213.0,142.0,42.6,2834.0,284.0,34.08,94.0
65,Female,156.0,51.0,Lightly Active,Vegetarian,1200.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
69,Male,158.0,82.0,Sedentary,Vegetarian,2261.0,169.0,113.0,33.8,2255.0,226.0,27.12,75.0
55,Male,173.0,69.0,Sedentary,Vegan,1801.0,135.0,90.0,27.0,1800.0,180.0,21.6,60.0
38,Male,161.0,69.0,Lightly Active,Vegan,2077.0,155.0,103.5,31.0,2069.0,207.0,24.84,69.0
25,Male,150.0,85.0,Moderately Active,Vegan,2084.0,156.0,104.0,31.2,2077.0,208.0,24.96,69.0
57,Female,151.0,64.0,Sedentary,Vegan,1865.0,139.0,93.0,27.8,1858.0,186.0,22.32,62.0
56,Female,188.0,57.0,Lightly Active,Vegetarian,2293.0,171.0,114.5,34.2,2284.0,229.0,27.48,76.0
23,Male,182.0,60.0,Very Active,Vegetarian,3307.0,248.0,165.0,49.6,3302.0,330.0,39.6,110.0
20,Female,195.0,90.0,Extremely Active,Vegetarian,3029.0,227.0,151.0,45.4,3016.0,302.0,36.24,100.0
47,Female,150.0,85.0,Very Active,Vegan,2900.0,217.0,145.0,43.4,2892.0,290.0,34.8,96.0
59,Male,165.0,68.0,Lightly Active,Vegan,1454.0,109.0,72.5,21.8,1448.0,145.0,17.4,48.0
46,Male,178.0,98.0,Very Active,Omnivore,2721.0,204.0,136.0,40.8,2714.0,272.0,32.64,90.0
39,Male,179.0,78.0,Moderately Active,Vegetarian,2648.0,198.0,132.0,39.6,2640.0,264.0,31.68,88.0
40,Male,182.0,75.0,Lightly Active,Vegetarian,1827.0,137.0,91.0,27.4,1816.0,182.0,21.84,60.0
42,Male,168.0,77.0,Lightly Active,Omnivore,2220.0,166.0,111.0,33.2,2218.0,222.0,26.64,74.0
39,Female,196.0,74.0,Extremely Active,Vegan,2557.0,191.0,127.5,38.2,2549.0,255.0,30.6,85.0
34,Male,155.0,86.0,Lightly Active,Omnivore,2787.0,209.0,139.0,41.8,2776.0,278.0,33.36,92.0
23,Male,163.0,86.0,Moderately Active,Omnivore,3241.0,243.0,162.0,48.6,3240.0,324.0,38.88,108.0
62,Female,153.0,60.0,Moderately Active,Vegan,2182.0,163.0,109.0,32.6,2172.0,218.0,26.16,72.0
69,Male,164.0,87.0,Sedentary,Vegan,1366.0,102.0,68.0,20.4,1357.0,136.0,16.32,45.0
60,Male,166.0,63.0,Moderately Active,Vegan,2127.0,159.0,106.0,31.8,2114.0,212.0,25.44,70.0
43,Male,199.0,68.0,Very Active,Vegetarian,2456.0,184.0,122.5,36.8,2445.0,245.0,29.4,81.0
68,Female,195.0,87.0,Very Active,Vegetarian,2738.0,205.0,136.5,41.0,2731.0,273.0,32.76,91.0
39,Male,155.0,85.0,Lightly Active,Omnivore,2739.0,205.0,136.5,41.0,2731.0,273.0,32.76,91.0
54,Male,174.0,70.0,Moderately Active,Vegetarian,1859.0,139.0,92.5,27.8,1845.0,185.0,22.2,61.0
52,Male,169.0,100.0,Very Active,Omnivore,3607.0,270.0,180.0,54.0,3600.0,360.0,43.2,120.0
30,Male,157.0,52.0,Lightly Active,Omnivore,1864.0,139.0,93.0,27.8,1858.0,186.0,22.32,62.0
56,Female,185.0,90.0,Very Active,Vegetarian,2286.0,171.0,114.0,34.2,2280.0,228.0,27.36,76.0
65,Female,183.0,52.0,Lightly Active,Omnivore,2119.0,158.0,105.5,31.6,2106.0,211.0,25.32,70.0
25,Male,154.0,54.0,Moderately Active,Omnivore,1642.0,123.0,82.0,24.6,1634.0,164.0,19.68,54.0
25,Male,180.0,63.0,Extremely Active,Omnivore,3106.0,232.0,155.0,46.4,3095.0,310.0,37.2,103.0
59,Male,163.0,52.0,Moderately Active,Omnivore,2435.0,182.0,121.5,36.4,2429.0,243.0,29.16,81.0
28,Male,166.0,91.0,Very Active,Vegan,2626.0,196.0,131.0,39.2,2615.0,262.0,31.44,87.0
52,Female,172.0,90.0,Very Active,Vegan,3180.0,238.0,159.0,47.6,3178.0,318.0,38.16,106.0
46,Male,181.0,87.0,Lightly Active,Omnivore,2442.0,183.0,122.0,36.6,2437.0,244.0,29.28,81.0
58,Female,171.0,78.0,Lightly Active,Omnivore,2421.0,181.0,121.0,36.2,2412.0,242.0,29.04,80.0
37,Male,184.0,76.0,Lightly Active,Omnivore,1878.0,140.0,93.5,28.0,1866.0,187.0,22.44,62.0
58,Male,167.0,56.0,Very Active,Vegan,1774.0,133.0,88.5,26.6,1771.0,177.0,21.24,59.0
49,Female,175.0,71.0,Sedentary,Vegetarian,1677.0,125.0,83.5,25.0,1663.0,167.0,20.04,55.0
62,Male,198.0,75.0,Sedentary,Vegan,1519.0,113.0,75.5,22.6,1506.0,151.0,18.12,50.0
47,Female,166.0,97.0,Moderately Active,Vegan,1997.0,149.0,99.5,29.8,1986.0,199.0,23.88,66.0
32,Male,158.0,66.0,Lightly Active,Omnivore,2052.0,153.0,102.5,30.6,2044.0,205.0,24.6,68.0
61,Female,169.0,68.0,Extremely Active,Omnivore,2913.0,218.0,145.5,43.6,2909.0,291.0,34.92,97.0
24,Male,178.0,83.0,Moderately Active,Omnivore,3332.0,249.0,166.5,49.8,3327.0,333.0,39.96,111.0
39,Female,172.0,60.0,Extremely Active,Vegan,3006.0,225.0,150.0,45.0,3000.0,300.0,36.0,100.0
52,Male,197.0,68.0,Sedentary,Omnivore,1987.0,149.0,99.0,29.8,1982.0,198.0,23.76,66.0
21,Male,193.0,74.0,Extremely Active,Vegetarian,3507.0,263.0,175.0,52.6,3496.0,350.0,42.0,116.0
38,Male,185.0,79.0,Sedentary,Vegetarian,2113.0,158.0,105.5,31.6,2106.0,211.0,25.32,70.0
45,Female,151.0,78.0,Lightly Active,Omnivore,2339.0,175.0,116.5,35.0,2325.0,233.0,27.96,77.0
38,Female,157.0,93.0,Sedentary,Vegan,1872.0,140.0,93.5,28.0,1866.0,187.0,22.44,62.0
48,Male,160.0,64.0,Lightly Active,Vegetarian,1931.0,144.0,96.5,28.8,1924.0,193.0,23.16,64.0
21,Female,188.0,94.0,Lightly Active,Omnivore,2542.0,190.0,127.0,38.0,2532.0,254.0,30.48,84.0
68,Male,157.0,82.0,Moderately Active,Omnivore,2772.0,207.0,138.5,41.4,2764.0,277.0,33.24,92.0
30,Female,183.0,90.0,Extremely Active,Vegan,3792.0,284.0,189.5,56.8,3786.0,379.0,45.48,126.0
20,Male,163.0,70.0,Very Active,Omnivore,2300.0,172.0,115.0,34.4,2292.0,230.0,27.6,76.0
66,Female,164.0,90.0,Very Active,Omnivore,2973.0,222.0,148.5,44.4,2967.0,297.0,35.64,99.0
28,Male,151.0,79.0,Very Active,Omnivore,2757.0,206.0,137.5,41.2,2743.0,275.0,33.0,91.0
68,Female,187.0,50.0,Sedentary,Omnivore,1901.0,142.0,95.0,28.4,1895.0,190.0,22.8,63.0
30,Female,154.0,97.0,Very Active,Vegan,2297.0,172.0,114.5,34.4,2288.0,229.0,27.48,76.0
70,Male,176.0,52.0,Extremely Active,Omnivore,2922.0,219.0,146.0,43.8,2917.0,292.0,35.04,97.0
20,Male,179.0,94.0,Moderately Active,Vegan,2543.0,190.0,127.0,38.0,2532.0,254.0,30.48,84.0
29,Female,173.0,88.0,Moderately Active,Omnivore,2065.0,154.0,103.0,30.8,2052.0,206.0,24.72,68.0
54,Male,159.0,70.0,Moderately Active,Omnivore,1714.0,128.0,85.5,25.6,1709.0,171.0,20.52,57.0
48,Male,170.0,76.0,Moderately Active,Vegan,1960.0,147.0,98.0,29.4,1957.0,196.0,23.52,65.0
65,Female,192.0,88.0,Extremely Active,Omnivore,3028.0,227.0,151.0,45.4,3016.0,302.0,36.24,100.0
32,Female,151.0,92.0,Sedentary,Omnivore,1851.0,138.0,92.5,27.6,1841.0,185.0,22.2,61.0
46,Female,156.0,80.0,Extremely Active,Vegan,2129.0,159.0,106.0,31.8,2114.0,212.0,25.44,70.0
70,Female,170.0,52.0,Moderately Active,Vegetarian,2160.0,162.0,108.0,32.4,2160.0,216.0,25.92,72.0
50,Male,155.0,60.0,Moderately Active,Omnivore,2051.0,153.0,102.5,30.6,2044.0,205.0,24.6,68.0
35,Female,152.0,88.0,Moderately Active,Omnivore,2315.0,173.0,115.5,34.6,2309.0,231.0,27.72,77.0
41,Female,157.0,54.0,Sedentary,Vegetarian,1886.0,141.0,94.0,28.2,1874.0,188.0,22.56,62.0
63,Female,166.0,56.0,Moderately Active,Vegan,1238.0,92.0,61.5,18.4,1229.0,123.0,14.76,41.0
51,Male,178.0,53.0,Moderately Active,Vegan,2658.0,199.0,132.5,39.8,2648.0,265.0,31.8,88.0
32,Female,160.0,58.0,Lightly Active,Vegetarian,1731.0,129.0,86.5,25.8,1721.0,173.0,20.76,57.0
52,Male,153.0,65.0,Lightly Active,Vegetarian,2357.0,176.0,117.5,35.2,2346.0,235.0,28.2,78.0
19,Female,196.0,52.0,Very Active,Omnivore,2068.0,155.0,103.0,31.0,2056.0,206.0,24.72,68.0
45,Male,157.0,53.0,Moderately Active,Vegetarian,2001.0,150.0,100.0,30.0,1994.0,200.0,24.0,66.0
59,Male,179.0,84.0,Very Active,Vegetarian,3378.0,253.0,168.5,50.6,3368.0,337.0,40.44,112.0
28,Male,156.0,69.0,Lightly Active,Vegetarian,2603.0,195.0,130.0,39.0,2594.0,260.0,31.2,86.0
50,Female,186.0,92.0,Very Active,Omnivore,3383.0,253.0,169.0,50.6,3372.0,338.0,40.56,112.0
22,Female,167.0,91.0,Extremely Active,Omnivore,3197.0,239.0,159.5,47.8,3186.0,319.0,38.28,106.0
32,Female,169.0,73.0,Sedentary,Vegan,1258.0,94.0,62.5,18.8,1245.0,125.0,15.0,41.0
67,Female,193.0,52.0,Lightly Active,Omnivore,1200.0,90.0,60.0,18.0,1200.0,120.0,14.4,40.0
67,Male,179.0,69.0,Very Active,Vegetarian,2550.0,191.0,127.5,38.2,2549.0,255.0,30.6,85.0
25,Male,170.0,88.0,Sedentary,Vegetarian,1687.0,126.0,84.0,25.2,1680.0,168.0,20.16,56.0
53,Female,182.0,76.0,Sedentary,Vegan,1265.0,94.0,63.0,18.8,1258.0,126.0,15.12,42.0
38,Male,150.0,76.0,Very Active,Vegan,2109.0,158.0,105.0,31.6,2102.0,210.0,25.2,70.0
40,Male,166.0,91.0,Extremely Active,Vegan,3329.0,249.0,166.0,49.8,3314.0,332.0,39.84,110.0
54,Female,198.0,75.0,Sedentary,Vegetarian,1867.0,140.0,93.0,28.0,1862.0,186.0,22.32,62.0
